filename,year,cam_position,cam_num,sample_num,batch_num,label_filename,label_principal,multiple,chunk,mixed_quality,reviewed,labeled_by,labeled_by_canonical,masked_label,hot_frac,max_blob,masked_covered,masked_disagreement
2025_Conforme_1_Cam_T_5_169.jpg,2025,T,5,169,1,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chunks,0.0006,7,True,True
2025_Conforme_1_Cam_T_5_177.jpg,2025,T,5,177,1,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chunks,0.0061,114,True,True
2025_Conforme_1_Cam_T_5_324.jpg,2025,T,5,324,1,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chunks,0.0051,82,True,True
2025_Conforme_1_Cam_T_5_94.jpg,2025,T,5,94,1,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chunks,0.0009,7,True,True
2025_Conforme_1_Cam_T_6_496.jpg,2025,T,6,496,1,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chunks,0.002,54,True,True
2025_Conforme_2_Cam_B_1_100.jpg,2025,B,1,100,2,Conforme,Vide,False,False,False,True,NicoG,Nico,chunks,0.0671,3151,True,True
2025_Conforme_2_Cam_B_1_17.jpg,2025,B,1,17,2,Conforme,Conforme,False,False,False,True,NicoG,Nico,vide,0.0018,8,True,True
2025_Conforme_2_Cam_B_1_25.jpg,2025,B,1,25,2,Conforme,Conforme,False,False,False,True,NicoG,Nico,vide,0.0044,15,True,True
2025_Conforme_2_Cam_B_1_254.jpg,2025,B,1,254,2,Conforme,Vide,False,False,False,True,NicoG,Nico,chunks,0.002,9,True,True
2025_Conforme_2_Cam_B_1_470.jpg,2025,B,1,470,2,Conforme,Vide,False,False,False,True,NicoG,Nico,chunks,0.0011,5,True,True
2025_Conforme_2_Cam_B_2_382.jpg,2025,B,2,382,2,Conforme,Conforme,False,False,False,True,NicoG,Nico,vide,0.0067,13,True,True
2025_Conforme_2_Cam_B_3_365.jpg,2025,B,3,365,2,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chunks,0.0027,12,True,True
2025_Conforme_2_Cam_B_3_85.jpg,2025,B,3,85,2,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chunks,0.0004,6,True,True
2025_Conforme_2_Cam_B_4_32.jpg,2025,B,4,32,2,Conforme,Conforme,False,False,False,True,Tilyah,Tilyah,vide,0.0052,16,True,True
2025_Conforme_2_Cam_B_4_339.jpg,2025,B,4,339,2,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chunks,0.0092,152,True,True
2025_Conforme_2_Cam_B_4_394.jpg,2025,B,4,394,2,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chunks,0.015,508,True,True
2025_Conforme_2_Cam_B_4_424.jpg,2025,B,4,424,2,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chataigne,0.008,14,True,True
2025_Conforme_2_Cam_B_4_439.jpg,2025,B,4,439,2,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chunks,0.0181,682,True,True
2025_Conforme_2_Cam_B_4_491.jpg,2025,B,4,491,2,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chataigne,0.0087,16,True,True
2025_Conforme_2_Cam_B_5_145.jpg,2025,B,5,145,2,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chunks,0.0026,13,True,True
2025_Conforme_2_Cam_B_5_436.jpg,2025,B,5,436,2,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chunks,0.0018,12,True,True
2025_Conforme_2_Cam_B_6_136.jpg,2025,B,6,136,2,Conforme,Conforme,False,False,False,True,Tilyah,Tilyah,vide,0.0005,4,True,True
2025_Conforme_2_Cam_B_6_206.jpg,2025,B,6,206,2,Conforme,Conforme,False,False,False,True,,,vide,0.0042,14,True,True
2025_Conforme_2_Cam_B_6_264.jpg,2025,B,6,264,2,Conforme,Conforme,False,False,False,True,Tilyah,Tilyah,vide,0.0027,23,True,True
2025_Conforme_2_Cam_B_6_433.jpg,2025,B,6,433,2,Conforme,Conforme,False,False,False,True,Tilyah,Tilyah,vide,0.0016,6,True,True
2025_Conforme_2_Cam_B_6_512.jpg,2025,B,6,512,2,Conforme,Conforme,False,True,False,True,Tilyah,Tilyah,vide,0.0033,9,True,True
2025_Conforme_2_Cam_T_1_144.jpg,2025,T,1,144,2,Conforme,Vide,False,False,False,True,,,chunks,0.0055,263,True,True
2025_Conforme_2_Cam_T_2_10.jpg,2025,T,2,10,2,Conforme,Vide,False,False,False,True,,,chataigne,0.0241,184,True,True
2025_Conforme_2_Cam_T_2_22.jpg,2025,T,2,22,2,Conforme,Conforme,False,False,False,True,,,vide,0.0027,32,True,True
2025_Conforme_2_Cam_T_2_33.jpg,2025,T,2,33,2,Conforme,Vide,False,False,False,True,,,chataigne,0.0088,44,True,True
2025_Conforme_2_Cam_T_3_121.jpg,2025,T,3,121,2,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chunks,0.0043,45,True,True
2025_Conforme_2_Cam_T_3_217.jpg,2025,T,3,217,2,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chunks,0.0143,281,True,True
2025_Conforme_2_Cam_T_4_141.jpg,2025,T,4,141,2,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chunks,0.0126,259,True,True
2025_Conforme_2_Cam_T_4_168.jpg,2025,T,4,168,2,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chunks,0.0036,121,True,True
2025_Conforme_2_Cam_T_4_232.jpg,2025,T,4,232,2,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chunks,0.0183,317,True,True
2025_Conforme_2_Cam_T_4_31.jpg,2025,T,4,31,2,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chataigne,0.01,47,True,True
2025_Conforme_2_Cam_T_4_61.jpg,2025,T,4,61,2,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chunks,0.0029,103,True,True
2025_Conforme_2_Cam_T_6_0.jpg,2025,T,6,0,2,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chataigne,0.0139,269,True,True
2025_Conforme_2_Cam_T_6_2.jpg,2025,T,6,2,2,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chataigne,0.0101,91,True,True
2025_Conforme_2_Cam_T_6_36.jpg,2025,T,6,36,2,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chataigne,0.0091,119,True,True
2025_Conforme_2_Cam_T_6_38.jpg,2025,T,6,38,2,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chataigne,0.0107,93,True,True
2025_Conforme_2_Cam_T_6_4.jpg,2025,T,6,4,2,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chataigne,0.0123,97,True,True
2025_Conforme_2_Cam_T_6_41.jpg,2025,T,6,41,2,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,chataigne,0.0124,228,True,True
