filename,year,batch_num,cam_position,cam_num,sample_num,label_filename,label_principal,labeled_by,labeled_by_canonical,masked_covered,pair_id,is_masked_disagreement,is_multiple,is_chunk,is_mixed_quality,is_missing_labeled_by,is_label_filename_changed,is_historical_paired,is_historical_unpaired,has_pair_label_disagreement,included_S0,excluded_S0,included_S1,excluded_S1,included_S2,excluded_S2,included_S3a,excluded_S3a,included_S3b,excluded_S3b
2025_Conforme_1_Cam_B_1_12.jpg,2025,1,B,1,12,Conforme,Vide,NicoG,Nico,False,hist_9a156213e462cd5bcc037282,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_120.jpg,2025,1,B,1,120,Conforme,Conforme,NicoG,Nico,False,hist_0d7ab26c1398f9ee03f9e69d,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_121.jpg,2025,1,B,1,121,Conforme,Conforme,NicoG,Nico,False,hist_a7d648ea6f91dbf28fd858a5,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_122.jpg,2025,1,B,1,122,Conforme,Conforme,NicoG,Nico,False,hist_8ac2b927cb7e8b8dd4287a70,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_123.jpg,2025,1,B,1,123,Conforme,Conforme,NicoG,Nico,False,hist_cd2e9e6a3e6edd660d82fa47,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_124.jpg,2025,1,B,1,124,Conforme,Conforme,NicoG,Nico,False,hist_2649f71851296ce19bdb2b38,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_125.jpg,2025,1,B,1,125,Conforme,Conforme,NicoG,Nico,False,hist_4420e8ef991cb20be1a62375,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_126.jpg,2025,1,B,1,126,Conforme,Conforme,NicoG,Nico,False,hist_239718440cc71e354d80ea0e,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_127.jpg,2025,1,B,1,127,Conforme,Conforme,NicoG,Nico,False,hist_4ed7fee7df839b2211568253,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_128.jpg,2025,1,B,1,128,Conforme,Conforme,NicoG,Nico,False,hist_e2a9c2dc3a603e9280cf7c3b,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_129.jpg,2025,1,B,1,129,Conforme,Vide,NicoG,Nico,False,hist_7fcfb7394982aa4f18803e87,False,False,False,False,False,True,True,False,True,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_13.jpg,2025,1,B,1,13,Conforme,Vide,NicoG,Nico,False,hist_b2df33faf8ced3c9d4e02988,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_130.jpg,2025,1,B,1,130,Conforme,Conforme,NicoG,Nico,False,hist_9c0609e42dbc9d6ce75359b2,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_131.jpg,2025,1,B,1,131,Conforme,Conforme,NicoG,Nico,False,hist_58ddd56bfb6f00cd845062c8,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_132.jpg,2025,1,B,1,132,Conforme,Vide,NicoG,Nico,False,hist_16aab679bdf28f7cfda020d7,False,False,False,False,False,True,True,False,True,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_133.jpg,2025,1,B,1,133,Conforme,Conforme,NicoG,Nico,False,hist_4ec933884806fcde505eba6e,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_134.jpg,2025,1,B,1,134,Conforme,Conforme,NicoG,Nico,False,hist_008069e5240bf33e811589ec,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_135.jpg,2025,1,B,1,135,Conforme,Conforme,NicoG,Nico,False,hist_27c7bc8a949342b088972d08,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_136.jpg,2025,1,B,1,136,Conforme,Conforme,NicoG,Nico,False,hist_4244c33565b4a35c9b020d2b,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_137.jpg,2025,1,B,1,137,Conforme,Conforme,NicoG,Nico,False,hist_774fbac25c8f34709d5ee72a,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_138.jpg,2025,1,B,1,138,Conforme,Conforme,NicoG,Nico,False,hist_2fe4e80f93aa84982aaccc23,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_139.jpg,2025,1,B,1,139,Conforme,Conforme,NicoG,Nico,False,hist_11f9e1a0be934f72e8ac137f,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_14.jpg,2025,1,B,1,14,Conforme,Vide,NicoG,Nico,False,hist_2b62698d958a84cd206577c1,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_140.jpg,2025,1,B,1,140,Conforme,Conforme,NicoG,Nico,False,hist_b3285fbe979bb2cfb276cdc8,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_141.jpg,2025,1,B,1,141,Conforme,Conforme,NicoG,Nico,False,hist_977dc63997d6a8a5567bb0a6,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_142.jpg,2025,1,B,1,142,Conforme,Conforme,NicoG,Nico,False,hist_354a78ca1d12f7a94eaa3b17,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_143.jpg,2025,1,B,1,143,Conforme,Conforme,NicoG,Nico,False,hist_3e8c7627fcf1240aeb24ce41,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_144.jpg,2025,1,B,1,144,Conforme,Conforme,NicoG,Nico,False,hist_23d2ecf655b09d596437c86e,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_145.jpg,2025,1,B,1,145,Conforme,Conforme,NicoG,Nico,False,hist_a98d5b2b0ec807a51e7630d3,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_146.jpg,2025,1,B,1,146,Conforme,Conforme,NicoG,Nico,False,hist_75d60ddf5d68ed0fdd4460d7,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_147.jpg,2025,1,B,1,147,Conforme,Conforme,NicoG,Nico,False,hist_0fa3171e185269dcdbe3af92,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_148.jpg,2025,1,B,1,148,Conforme,Vide,NicoG,Nico,False,hist_6e81a8f798c7986a855a2727,False,False,False,False,False,True,True,False,True,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_149.jpg,2025,1,B,1,149,Conforme,Conforme,NicoG,Nico,False,hist_31ef33640d332095567e7eac,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_15.jpg,2025,1,B,1,15,Conforme,Vide,NicoG,Nico,False,hist_4a7f09b1f3d416d8550cb10a,False,False,False,False,False,True,True,False,True,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_150.jpg,2025,1,B,1,150,Conforme,Conforme,NicoG,Nico,False,hist_e3192f86b8df559e30515b27,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_151.jpg,2025,1,B,1,151,Conforme,Vide,NicoG,Nico,False,hist_ea92f405c1c7687d13c5eb30,False,False,False,False,False,True,True,False,True,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_152.jpg,2025,1,B,1,152,Conforme,Vide,NicoG,Nico,False,hist_21904438bffe93cd8925a53e,False,False,False,False,False,True,True,False,True,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_153.jpg,2025,1,B,1,153,Conforme,Conforme,NicoG,Nico,False,hist_f2fb0d1b3551b0e4ca6fc681,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_154.jpg,2025,1,B,1,154,Conforme,Vide,NicoG,Nico,False,hist_8b5a82c7fabf02a7e5433538,False,False,False,False,False,True,True,False,True,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_155.jpg,2025,1,B,1,155,Conforme,Vide,NicoG,Nico,False,hist_3776dfd60e44c54a10177abb,False,False,False,False,False,True,True,False,True,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_156.jpg,2025,1,B,1,156,Conforme,Vide,NicoG,Nico,False,hist_74e3c9ef2496cad0878d4826,False,False,False,False,False,True,True,False,True,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_157.jpg,2025,1,B,1,157,Conforme,Conforme,NicoG,Nico,False,hist_460885ec0c621eb1b5c637f6,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_158.jpg,2025,1,B,1,158,Conforme,Conforme,NicoG,Nico,False,hist_afe1fe7b164836c955c7d8ed,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_159.jpg,2025,1,B,1,159,Conforme,Conforme,NicoG,Nico,False,hist_35023c75bca5dcab334764ea,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_16.jpg,2025,1,B,1,16,Conforme,Vide,NicoG,Nico,False,hist_1152e82b7c6ab9d40ba2f799,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_160.jpg,2025,1,B,1,160,Conforme,Conforme,NicoG,Nico,False,hist_e6fcc3c41ac308716b2a2327,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_161.jpg,2025,1,B,1,161,Conforme,Conforme,NicoG,Nico,False,hist_fb74e731746427b4672cdfb6,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_162.jpg,2025,1,B,1,162,Conforme,Conforme,NicoG,Nico,False,hist_aa66325e1d4d5e8a34ba360a,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_163.jpg,2025,1,B,1,163,Conforme,Conforme,NicoG,Nico,False,hist_81e13844c2d06026a1860cac,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_164.jpg,2025,1,B,1,164,Conforme,Conforme,NicoG,Nico,False,hist_e6933db0c11545db92b3d76a,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_165.jpg,2025,1,B,1,165,Conforme,Conforme,NicoG,Nico,False,hist_6fe0566766686d47de38fad5,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_166.jpg,2025,1,B,1,166,Conforme,Conforme,NicoG,Nico,False,hist_35a5e3e315d4af643d59ecf9,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_167.jpg,2025,1,B,1,167,Conforme,Conforme,NicoG,Nico,False,hist_6a87f0913012af17e1cdeb6d,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_168.jpg,2025,1,B,1,168,Conforme,Conforme,NicoG,Nico,False,hist_5ef4bc08b6c16c0834e9ea75,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_169.jpg,2025,1,B,1,169,Conforme,Conforme,NicoG,Nico,False,hist_3d70e800764154dea251ab37,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_17.jpg,2025,1,B,1,17,Conforme,Vide,NicoG,Nico,False,hist_22856a35f9f2b3e87c977c53,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_170.jpg,2025,1,B,1,170,Conforme,Conforme,NicoG,Nico,False,hist_f02dfbed2d6a356bb09b428e,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_171.jpg,2025,1,B,1,171,Conforme,Conforme,NicoG,Nico,False,hist_97ce08448e26021846572ac3,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_172.jpg,2025,1,B,1,172,Conforme,Conforme,NicoG,Nico,False,hist_f9d48a1db5b0728d3d2c1bec,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_173.jpg,2025,1,B,1,173,Conforme,Conforme,NicoG,Nico,False,hist_95416622f56c7981f9ac2a66,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_174.jpg,2025,1,B,1,174,Conforme,Conforme,NicoG,Nico,False,hist_5fbf34e00c3a448445523542,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_175.jpg,2025,1,B,1,175,Conforme,Conforme,NicoG,Nico,False,hist_820a2cd9646e4598277fe879,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True
2025_Conforme_1_Cam_B_1_176.jpg,2025,1,B,1,176,Conforme,Conforme,NicoG,Nico,False,hist_580332af6a2d2ff99d728643,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True
2025_Conforme_1_Cam_B_1_177.jpg,2025,1,B,1,177,Conforme,Conforme,NicoG,Nico,False,hist_f1ff40bde51c873108bbfa48,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_178.jpg,2025,1,B,1,178,Conforme,Conforme,NicoG,Nico,False,hist_8be67dde2cbbf5d9dae52f31,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_179.jpg,2025,1,B,1,179,Conforme,Conforme,NicoG,Nico,False,hist_d2d4d09ba210ea8383f37ba3,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_18.jpg,2025,1,B,1,18,Conforme,Vide,NicoG,Nico,False,hist_510955240cf804276ce916bc,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_180.jpg,2025,1,B,1,180,Conforme,Conforme,NicoG,Nico,False,hist_1aec9e3de1372792d212c836,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_181.jpg,2025,1,B,1,181,Conforme,Conforme,NicoG,Nico,False,hist_1d9ba241fd2b3a242dae0a17,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_182.jpg,2025,1,B,1,182,Conforme,Conforme,NicoG,Nico,False,hist_8d8658f8b41f118214ba45f7,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True
2025_Conforme_1_Cam_B_1_183.jpg,2025,1,B,1,183,Conforme,Conforme,NicoG,Nico,False,hist_87cf09606ad30e9f07ccf9dc,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_184.jpg,2025,1,B,1,184,Conforme,Conforme,NicoG,Nico,False,hist_3606ac40fb6cf02686d9f5b0,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_185.jpg,2025,1,B,1,185,Conforme,Conforme,NicoG,Nico,False,hist_ab180fc929ea7f2dcc29361c,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_186.jpg,2025,1,B,1,186,Conforme,Conforme,NicoG,Nico,False,hist_1ae093c9c3fdc57ebc8bcfc0,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_187.jpg,2025,1,B,1,187,Conforme,Conforme,NicoG,Nico,False,hist_2d8bd691920a33baa4c3f535,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_188.jpg,2025,1,B,1,188,Conforme,Vide,NicoG,Nico,False,hist_1b23c07e89d66d06447b5b7e,False,False,False,False,False,True,True,False,True,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_189.jpg,2025,1,B,1,189,Conforme,Conforme,NicoG,Nico,False,hist_f44608f01349953a487c22fc,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_19.jpg,2025,1,B,1,19,Conforme,Vide,NicoG,Nico,False,hist_4b8fcd17040085e104fcb7ab,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_190.jpg,2025,1,B,1,190,Conforme,Conforme,NicoG,Nico,False,hist_6a96ee3c622025025e052835,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_191.jpg,2025,1,B,1,191,Conforme,Conforme,NicoG,Nico,False,hist_eda23a334a9816599fffd2f3,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_192.jpg,2025,1,B,1,192,Conforme,Conforme,NicoG,Nico,False,hist_60cb294a021eee3920d0011a,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_193.jpg,2025,1,B,1,193,Conforme,Conforme,NicoG,Nico,False,hist_b1c9b5dca9aaff0dc1676cec,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_194.jpg,2025,1,B,1,194,Conforme,Conforme,NicoG,Nico,False,hist_735d35c9473709e6ecd0ab89,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_195.jpg,2025,1,B,1,195,Conforme,Conforme,NicoG,Nico,False,hist_820e3b411a758cf01bd4894e,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_196.jpg,2025,1,B,1,196,Conforme,Conforme,NicoG,Nico,False,hist_7e8a16066219dd4c3b8f09bb,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_197.jpg,2025,1,B,1,197,Conforme,Conforme,NicoG,Nico,False,hist_cc392361f1f372106f216179,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_198.jpg,2025,1,B,1,198,Conforme,Conforme,NicoG,Nico,False,hist_c60749c6bfb848a9d6e21174,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_199.jpg,2025,1,B,1,199,Conforme,Conforme,NicoG,Nico,False,hist_fd9326e2487900eacc30b46f,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_2.jpg,2025,1,B,1,2,Conforme,Vide,NicoG,Nico,False,hist_ee69131fa5849ee9dac0bd20,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_20.jpg,2025,1,B,1,20,Conforme,Vide,NicoG,Nico,False,hist_f03743c236958457c5bc0468,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_200.jpg,2025,1,B,1,200,Conforme,Conforme,NicoG,Nico,False,hist_24d96ef1adced0e67d9b14a4,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_201.jpg,2025,1,B,1,201,Conforme,Conforme,NicoG,Nico,False,hist_be13e08d2ee718804bc19746,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_202.jpg,2025,1,B,1,202,Conforme,Conforme,NicoG,Nico,False,hist_bcc034d616f8e8e33ca1f246,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_203.jpg,2025,1,B,1,203,Conforme,Conforme,NicoG,Nico,False,hist_25602799c952876157210f40,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2025_Conforme_1_Cam_B_1_204.jpg,2025,1,B,1,204,Conforme,Conforme,NicoG,Nico,False,hist_1c20ddceb6ed98f07fe261b8,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
